CRN,Student,hand,online,MP,MP&LC%,renorm,lab (P/F/x),lab % (0-1),rec. %,hw1,hw2,hw3,hw4,hw5,hw6,HW%,M1,M1%,M2,M2%,F,F%,1,2,grade %,pre-lab,w/ lab,last attendence
50537,student025,,,5.33,0.022777778,0.022777778,P,0.8125,1,30,0,19,28,20,0,0.538888889,32.5,0.677083333,40,0.888888889,42,0.567567568,0.620961149,0.666991511,0.666991511,B-,B-,
50537,student026,,167,133.31,1.283376068,1,P,0.98125,1,30,29,25,28,27,28,0.927777778,39.5,0.822916667,30.5,0.677777778,49.5,0.668918919,0.800128566,0.706501213,0.800128566,A-,A-,
50539,student027,,89,127.26,0.924188034,0.924188034,P,0.9375,1,28,24,27,30,25,29,0.905555556,24,0.5,31,0.688888889,36.5,0.493243243,0.677692827,0.53995149,0.677692827,B,B,
50539,student030,,156,165.62,1.374444444,1,P,0.95,1,33,31.5,33,30,28,32,1.041666667,43.5,0.90625,34,0.755555556,56.5,0.763513514,0.86566723,0.794616251,0.86566723,A,A,
50539,student033,,162,115.5,1.185897436,1,P,0.6125,1,29,28,33,30,24,29,0.961111111,40,0.833333333,39,0.866666667,48.5,0.655405405,0.791753003,0.745218295,0.791753003,B+,B+,
50539,student034,173,37,,0.897435897,0.897435897,P,0.90625,0.857142857,30,27,27,26,27,30,0.927777778,24,0.5,26.5,0.588888889,26.5,0.358108108,0.604674682,0.444109494,0.604674682,C,C,
50539,student035,,83,89.88,0.738803419,0.738803419,P,0.925,0.833333333,28,23.5,0,26,24,29,0.725,30,0.625,18,0.4,44,0.594594595,0.642405117,0.556704782,0.642405117,C+,C+,
50539,student037,,141,114.84,1.093333333,1,P,0.9375,1,33,32,33,31,31,32,1.066666667,36,0.75,29.5,0.655555556,49.5,0.668918919,0.795371622,0.684546085,0.795371622,A-,A-,
50539,student038,,132,154.65,1.225,1,P,0.91875,1,28,29,26,28,25,29,0.916666667,45,0.9375,36,0.8,70,0.945945946,0.925247748,0.910317048,0.925247748,A,A,
50539,student039,,127,35.42,0.694102564,0.694102564,P,0.925,0.857142857,28,27.5,24,29,26,32,0.925,23.5,0.489583333,18.5,0.411111111,40.5,0.547297297,0.62392562,0.502551109,0.62392562,C+,C+,
50539,student040,,173,134.05,1.312179487,1,F,1,1,33,31.5,32,31.5,25,32,1.027777778,38,0.791666667,41,0.911111111,53.5,0.722972973,0.861234985,0.782241857,0.861234985,A,I/F,06/13/2017
50539,student041,,140,7.31,0.629529915,0.629529915,P,1,1,30,26.5,30,26.5,25,29,0.927777778,26.5,0.552083333,17,0.377777778,35.5,0.47972973,0.613115341,0.472899342,0.613115341,C,C,
50537,student043,,127,151.78,1.191367521,1,P,0.8125,1,28,24,18,29,25,19,0.794444444,23,0.479166667,18.5,0.411111111,24,0.324324324,0.557749625,0.380084893,0.557749625,C,C,
50537,student047,,144,132.59,1.182008547,1,P,0.96875,1,30,27,26,30,26,29,0.933333333,47,0.979166667,44,0.977777778,70.5,0.952702703,0.967195946,0.964596327,0.967195946,A,A,
50539,student049,,160,164.04,1.384786325,1,P,1,1,27,27,30,28.5,26,29,0.930555556,39,0.8125,36,0.8,43,0.581081081,0.788308934,0.685005198,0.788308934,B+,B+,
50537,student052,,179,132.62,1.331709402,1,P,0.91875,1,28,27,22,26.5,0,30,0.741666667,30,0.625,31,0.688888889,49,0.662162162,0.744881757,0.659753985,0.744881757,B,B,
50537,student054,,169,163.64,1.421538462,1,P,0.80625,0,28,29,30,26,28,33,0.966666667,42.5,0.885416667,37.5,0.833333333,45.5,0.614864865,0.750306869,0.727715696,0.750306869,B,B,
50539,student055,,176,146.83,1.379615385,1,P,0.98125,1,30,23,28,28.5,27,29,0.919444444,38,0.791666667,25.5,0.566666667,50.5,0.682432432,0.782670796,0.680925156,0.782670796,B+,B+,
50539,student056,,141,98.03,1.021495726,1,P,0.9125,0,28,27,23,30,26,29,0.905555556,32.5,0.677083333,26,0.577777778,41.5,0.560810811,0.666318506,0.591558385,0.666318506,B-,B-,
50539,student057,160,0,95.89,1.093547009,1,P,0.925,1,28,19,25,26,26,33,0.872222222,32,0.666666667,30.5,0.677777778,37,0.5,0.706388889,0.579487179,0.706388889,B,B,
50539,student058,,136,151.08,1.226837607,1,P,0.91875,0,28,26.5,24,29.5,23,29,0.888888889,40,0.833333333,25,0.555555556,36,0.486486486,0.659367492,0.582467082,0.659367492,B-,B-,
50539,student059,,158,118.4,1.181196581,1,P,0.95625,1,28,25,23,29,23,27,0.861111111,41,0.854166667,40.5,0.9,63.5,0.858108108,0.895198949,0.866865904,0.895198949,A,A,
50537,student060,,73,95.83,0.721495726,0.721495726,F,0.9375,1,28,29,31,28,27,29,0.955555556,47.5,0.989583333,34.5,0.766666667,62,0.837837838,0.868135871,0.856431913,0.868135871,A,I/F,06/13/2017
50539,student062,,142,27.38,0.723846154,0.723846154,P,0.95625,1,28,25,27,29,23.5,28,0.891666667,44,0.916666667,41,0.911111111,63.5,0.858108108,0.881680787,0.883853084,0.883853084,A,A,
50537,student063,,153,100.92,1.085128205,1,P,1,1,28,23,25,25.5,23,28,0.847222222,33,0.6875,36.5,0.811111111,44,0.594594595,0.767621997,0.665999653,0.767621997,B+,B+,
50539,student064,,137,92.17,0.979358974,0.979358974,P,0.875,1,28,26.5,24,27.5,20,23,0.827777778,37.5,0.78125,34.5,0.766666667,53.5,0.722972973,0.803441716,0.746504678,0.803441716,A-,A-,
50539,student065,,77,58.52,0.579145299,0.579145299,P,0.81875,1,29,24,28,27.5,22,25,0.863888889,34.5,0.71875,35.5,0.788888889,63.5,0.858108108,0.80266209,0.809974879,0.809974879,A-,A-,
50539,student067,,136,127.05,1.124145299,1,P,0.96875,1,29,29.5,27,28,30,33,0.980555556,33,0.6875,37,0.822222222,46,0.621621622,0.788956456,0.683116771,0.788956456,B+,B+,
50539,student068,127,13,3.67,0.613974359,0.613974359,P,0.675,0.166666667,30,0,0,30,20,0,0.444444444,29,0.604166667,23.5,0.522222222,34,0.459459459,0.511444358,0.507337145,0.511444358,C,C,
50537,student069,,27,24.9,0.221794872,0.221794872,P,0,0.833333333,0,0,22,0,0,0,0.122222222,10,0.208333333,14.5,0.322222222,19,0.256756757,0.245516574,0.260689536,0.260689536,F,F,06/13/2017
50539,student071,,137,135,1.162393162,1,P,0.9375,0,27,22,27,28,27,28,0.883333333,40,0.833333333,37,0.822222222,49.5,0.668918919,0.764538288,0.742238392,0.764538288,B,B,
50539,student072,,128,83.39,0.903376068,0.903376068,F,0.71875,1,28,27.5,27,29,0,0,0.619444444,28.5,0.59375,29.5,0.655555556,0,0,0.461552885,0.288301282,0.461552885,D,I/F,05/17/2017
50537,student077,,106,65.22,0.731709402,0.731709402,P,0.8125,1,25,24.5,30,28,20,21,0.825,34.5,0.71875,37,0.822222222,41.5,0.560810811,0.714350557,0.657584026,0.714350557,B,B,
50537,student079,151,0,116.76,1.144273504,1,P,0.86875,0,0,12.5,20,30,23,29,0.636111111,23,0.479166667,17.5,0.388888889,41.5,0.560810811,0.576978228,0.502295565,0.576978228,C,C,
50537,student081,,44,160.73,0.87491453,0.87491453,P,0.96875,0,27,25.5,22,26.5,26,30,0.872222222,34,0.708333333,31.5,0.7,40.5,0.547297297,0.674392729,0.619698545,0.674392729,B-,B-,
50539,student082,,166,135.13,1.286880342,1,P,0.96875,1,30,27,27,30,27,29,0.944444444,30,0.625,26.5,0.588888889,39.5,0.533783784,0.710227102,0.567550243,0.710227102,B,B,
50539,student083,,173,157.61,1.412863248,1,P,0.975,1,30,29,25,25,27,29,0.916666667,34,0.708333333,38.5,0.855555556,45.5,0.614864865,0.788952703,0.691978517,0.788952703,B+,B+,
50537,student086,48,,20.12,0.291111111,0.291111111,P,0.55,0.666666667,25,21.5,25,27.5,22,0,0.672222222,18.5,0.385416667,20,0.444444444,22.5,0.304054054,0.415564752,0.355227824,0.415564752,F,F,06/13/2017
50539,student087,,169,133.13,1.291153846,1,P,0.95625,1,30,26,25,27,0,30,0.766666667,31.5,0.65625,34,0.755555556,27,0.364864865,0.661765203,0.522266979,0.661765203,B-,B-,
50539,student088,,160,167.06,1.397692308,1,P,0.93125,1,30,29,30,30,24,29,0.955555556,31.5,0.65625,41,0.911111111,57.5,0.777027027,0.845744182,0.780097886,0.845744182,A,A,
50539,student089,,113,149.43,1.121495726,1,P,0.9875,1,28,24.5,23,30,28,29,0.902777778,37.5,0.78125,29.5,0.655555556,38,0.513513514,0.734278341,0.608077789,0.734278341,B,B,
50537,student094,,35,44.5,0.33974359,0.33974359,P,0.64375,1,0,18,22,0,0,24,0.355555556,29.5,0.614583333,32,0.711111111,50.5,0.682432432,0.621610433,0.673393105,0.673393105,B-,B-,
50537,student096,,129,55.95,0.790384615,0.790384615,P,0.94375,0,28,25,28,28,26,29,0.911111111,25.5,0.53125,30,0.666666667,44.5,0.601351351,0.654685046,0.600246881,0.654685046,B-,B-,
50539,student099,,162,114.42,1.181282051,1,P,0.8,0,30,28,28,30,27,29,0.955555556,43.5,0.90625,38,0.844444444,61,0.824324324,0.826673236,0.847873354,0.847873354,A,A,
50537,student101,,128,139.93,1.145,1,P,0.8125,1,28,29,21,27,22.5,29,0.869444444,30.5,0.635416667,34,0.755555556,50.5,0.682432432,0.765691629,0.688457207,0.765691629,B+,B+,
50539,student103,,158,117.8,1.178632479,1,P,0.9625,1,26,29,28,28.5,26,29,0.925,27,0.5625,28.5,0.633333333,41.5,0.560810811,0.714408784,0.57793659,0.714408784,B,B,
50539,student105,,134,127.39,1.117051282,1,P,0.8125,1,28,26.5,30,30,26,28,0.936111111,29,0.604166667,36.5,0.811111111,41,0.554054054,0.731071697,0.624939362,0.731071697,B,B,
50537,student106,,174,160.96,1.431452991,1,P,0.9875,1,30,29,25,28.5,25,28,0.919444444,40.5,0.84375,37.5,0.833333333,46,0.621621622,0.809824512,0.721738565,0.809824512,A-,A-,
50539,student107,,71,120.5,0.818376068,0.818376068,P,0.96875,1,26,26.5,30,31,26,25,0.913888889,37,0.770833333,24.5,0.544444444,43.5,0.587837838,0.723136406,0.620053708,0.723136406,B,B,
50539,student108,,155,157.41,1.33508547,1,P,0.89375,1,29,30,27,30,26,29,0.95,38.5,0.802083333,39,0.866666667,59,0.797297297,0.863741554,0.814410083,0.863741554,A,A,
50539,student109,,160,158.93,1.362948718,1,P,0.8,1,28,29.5,24,32,0,33,0.813888889,29,0.604166667,26.5,0.588888889,39.5,0.533783784,0.677171547,0.56274255,0.677171547,B,B,
50537,student110,,177,141.56,1.361367521,1,P,0.9375,1,30,29,25,30,29,32,0.972222222,34,0.708333333,36,0.8,51.5,0.695945946,0.810803303,0.722817048,0.810803303,A-,A-,
50537,student111,153,,151.08,1.299487179,1,P,1,1,26,26,24,28.5,25,30,0.886111111,35,0.729166667,40,0.888888889,53.5,0.722972973,0.834359985,0.762690575,0.834359985,A-,A-,
50539,student112,,72,145.34,0.928803419,0.928803419,P,0.90625,1,30,28,24,30.5,27,33,0.958333333,31,0.645833333,24,0.533333333,39.5,0.533783784,0.693038,0.559537422,0.693038,B,B,
50537,student115,99,,121.34,0.941623932,0.941623932,P,0.7625,1,25,32,24,28,26,30,0.916666667,28,0.583333333,35,0.777777778,36,0.486486486,0.686515997,0.576056826,0.686515997,B,B,
50537,student116,,165,0,0.705128205,0.705128205,P,0.325,1,27,0,0,20,0,23,0.388888889,35,0.729166667,24,0.533333333,35.5,0.47972973,0.549182115,0.549662162,0.549662162,C,C,
50537,student119,164,,94.13,1.103119658,1,P,0.9,1,30,23.5,23,26,32,29,0.908333333,39.5,0.822916667,37,0.822222222,51,0.689189189,0.818820383,0.750749307,0.818820383,A-,A-,
50539,student121,,141,54.24,0.834358974,0.834358974,P,0.7875,1,28,27.5,18,24.5,20,23,0.783333333,31.5,0.65625,19,0.422222222,26,0.351351351,0.575263037,0.438067394,0.575263037,C,C,
50537,student123,,118,123.59,1.032435897,1,P,0.93125,1,29,26,24,28,0,29,0.755555556,39.5,0.822916667,37.5,0.833333333,54,0.72972973,0.822523461,0.775142931,0.822523461,A-,A-,
50539,student124,,87,66.07,0.654145299,0.654145299,P,0.75625,1,28,24,19,30,22,29,0.844444444,27,0.5625,33,0.733333333,40.5,0.547297297,0.661413028,0.593737006,0.661413028,B-,B-,
50537,student125,,179,71.58,1.070854701,1,P,0.9375,1,30,26.5,30,29.5,26,29,0.95,26.5,0.552083333,29.5,0.655555556,28,0.378378378,0.652328266,0.482428101,0.652328266,B-,B-,
50537,student126,,180,151.35,1.416025641,1,P,1,1,28,27,20,30,27,29,0.894444444,44,0.916666667,31,0.688888889,58,0.783783784,0.854602102,0.792550243,0.854602102,A,A,
50537,student131,,111,151.73,1.122777778,1,P,0.9375,1,27.5,19.5,26,26,29,33,0.894444444,25.5,0.53125,18,0.4,30.5,0.412162162,0.617138701,0.436837318,0.617138701,C+,C+,
50539,student132,,139,134.99,1.170897436,1,P,0.96875,1,32,27,33,30,24,29,0.972222222,45,0.9375,37,0.822222222,49.5,0.668918919,0.842177177,0.766276854,0.842177177,A-,A-,
50539,student134,,179,134.48,1.33965812,1,P,0.78125,1,28,22.5,26,0,27,32,0.752777778,25,0.520833333,21.5,0.477777778,32.5,0.439189189,0.606910661,0.466935204,0.606910661,C,C,
50537,student136,152,,30.28,0.778974359,0.778974359,P,0.96875,1,28,26.5,22,29.5,24,30,0.888888889,22,0.458333333,22.5,0.5,33.5,0.452702703,0.615857271,0.46491684,0.615857271,C+,C+,
50539,student137,,95,118.29,0.911495726,0.911495726,P,0.914285714,1,29,28,24,29.5,22,29,0.897222222,27.5,0.572916667,27,0.6,25,0.337837838,0.61648111,0.452585759,0.61648111,C+,C+,
50539,student138,163,,,0.696581197,0.696581197,P,0.86875,1,30,24.5,27,29.5,24,25,0.888888889,37,0.770833333,31,0.688888889,41,0.554054054,0.708299261,0.635195773,0.708299261,B,B,
50539,student140,,153,117.05,1.154059829,1,P,0.90625,1,29,29,24,25.5,27,29,0.908333333,29,0.604166667,27.5,0.611111111,39,0.527027027,0.698209459,0.564232502,0.698209459,B,B,
50539,student142,,148,115.06,1.124188034,1,P,0.84375,1,28,24,26,28.5,26,29,0.897222222,35.5,0.739583333,32,0.711111111,40,0.540540541,0.730890578,0.625835932,0.730890578,B,B,
50537,student144,,64,78.87,0.610555556,0.610555556,P,0.74375,1,28,29,22,30,29,33,0.95,36,0.75,20,0.444444444,36.5,0.493243243,0.632232357,0.541233541,0.632232357,C+,C+,
50539,student145,,122,147.64,1.152307692,1,P,1,1,27,24.5,24,29,25,29,0.880555556,37.5,0.78125,36.5,0.811111111,55.5,0.75,0.839409722,0.771314103,0.839409722,A-,A-,
50537,student146,,100,40,0.598290598,0.598290598,P,0.78125,1,28,23.5,24,29.5,23,27,0.861111111,42.5,0.885416667,43,0.955555556,60,0.810810811,0.833994788,0.86143018,0.86143018,A,A,
50537,student147,,183,127.97,1.328931624,1,P,1,1,30,29,29,29.5,24,29,0.947222222,40,0.833333333,41.5,0.922222222,59,0.797297297,0.88710961,0.834442134,0.88710961,A,A,
50537,student148,,144,115.72,1.10991453,1,P,0.96875,1,27,21,12,0,16,29,0.7,34,0.708333333,27,0.6,49.5,0.668918919,0.747246622,0.662110187,0.747246622,B,B,
50539,student149,,150,56.98,0.884529915,0.884529915,P,0.2375,1,25,27.5,0,0,0,0,0.291666667,0,0,30.5,0.677777778,60.5,0.817567568,0.579184973,0.596638947,0.596638947,C,I/C,06/13/2017
50539,student152,,60,107.18,0.714444444,0.714444444,P,0.78125,0.714285714,28,23.5,24,27,23,30,0.863888889,27,0.5625,30,0.666666667,30,0.405405405,0.597939511,0.501949064,0.597939511,C,C,
50537,student154,,165,48.94,0.914273504,0.914273504,P,0.625,1,28,27.5,28,27,25,29,0.913888889,37,0.770833333,31,0.688888889,61,0.824324324,0.802788086,0.780725918,0.802788086,A-,A-,
50539,student155,,165,102.51,1.143205128,1,P,0.975,1,26.5,25,28,23.5,23,29,0.861111111,43,0.895833333,42,0.933333333,69,0.932432432,0.934337462,0.924194387,0.934337462,A,A,
50537,student157,,180,148.13,1.402264957,1,P,0.9875,1,28,25,28.5,29.5,22,29,0.9,44,0.916666667,37.5,0.833333333,70,0.945945946,0.932331081,0.913201663,0.932331081,A,A,
50537,student158,,71,114.7,0.793589744,0.793589744,P,0.94375,0.714285714,20,29,19,0,16,0,0.466666667,34,0.708333333,36.5,0.811111111,51,0.689189189,0.72524781,0.721742897,0.72524781,B,B,
50539,student159,,158,101.55,1.109188034,1,P,0.9375,1,30,23.5,21,30,23,28,0.863888889,47,0.979166667,44,0.977777778,65,0.878378378,0.931112988,0.924575537,0.931112988,A,A,
50537,student160,,151,115.64,1.139487179,1,P,1,1,30,26,28,30,26,29,0.938888889,47,0.979166667,38,0.844444444,57.5,0.777027027,0.889390015,0.839232502,0.889390015,A,A,
50537,student164,,104,133.13,1.013376068,1,P,1,0.5,30,28,25,28,29,29,0.938888889,32.5,0.677083333,40.5,0.9,56.5,0.763513514,0.822681119,0.775064969,0.822681119,A-,A-,
50537,student167,,39,11.52,0.215897436,0.215897436,P,0.96875,1,28,23.5,16,30,0,30,0.708333333,30.5,0.635416667,40,0.888888889,30,0.405405405,0.609835802,0.570058039,0.609835802,C,C,
50539,student168,,151,129.41,1.198333333,1,P,0.9625,1,20,17,22,30,23,28,0.777777778,34,0.708333333,42.5,0.944444444,62,0.837837838,0.865187688,0.832553708,0.865187688,A,A,
50537,student169,,179,111.82,1.242820513,1,P,0.84375,1,28,25.5,17,30,19,29,0.825,21,0.4375,33,0.733333333,39.5,0.533783784,0.679324324,0.557614345,0.679324324,B,B,
50539,student170,,151,89.99,1.029871795,1,P,0.96875,1,28,22.5,29,27.5,27,30,0.911111111,36,0.75,29.5,0.655555556,31.5,0.425675676,0.697805931,0.553568954,0.697805931,B,B,
50537,student171,,0,112.84,0.482222222,0.482222222,P,0.875,1,28,26,30,29.5,24,0,0.763888889,38.5,0.802083333,30.5,0.677777778,25,0.337837838,0.602333521,0.523419092,0.602333521,C,C,
50539,student174,,155,100.98,1.093931624,1,P,0.8,1,23,31,27,29.5,26,32,0.936111111,27.5,0.572916667,28,0.622222222,34.5,0.466216216,0.66605762,0.526840783,0.66605762,B-,B-,
50539,student176,,76,57.59,0.570897436,0.570897436,P,0.90625,0.857142857,28,26.5,24,27.5,30,29,0.916666667,31,0.645833333,34.5,0.766666667,33,0.445945946,0.650194634,0.566086279,0.650194634,B-,B-,
50539,student180,,136,82.54,0.933931624,0.933931624,P,0.9625,1,27,27.5,0,26.5,0,17,0.544444444,28.5,0.59375,27.5,0.611111111,35,0.472972973,0.640357314,0.532722626,0.640357314,C+,C+,
50539,student183,,123,46.3,0.723504274,0.723504274,P,0.89375,1,26,21.5,23,26,22,32,0.836111111,21.5,0.447916667,13,0.288888889,31,0.418918919,0.552478993,0.395603777,0.552478993,C,C,
50539,student184,,,,0,0,P,0.75,0,0,0,0,0,0,0,0,29,0.604166667,33.5,0.744444444,45,0.608108108,0.490129505,0.638660776,0.638660776,C+,C+,
50539,student186,,98,55.03,0.653974359,0.653974359,P,0.90625,0.571428571,0,28,27,30,27,29,0.783333333,37.5,0.78125,36,0.8,55.5,0.75,0.762614698,0.76875,0.76875,B+,B+,
50539,student190,,144,116.42,1.112905983,1,P,1,1,30,26.5,27,29.5,27,30,0.944444444,24,0.5,29,0.644444444,35,0.472972973,0.681651652,0.518780319,0.681651652,B,B,
50537,student191,,98,115.95,0.914316239,0.914316239,P,0.9125,1,28,19.5,20,24,21,29,0.786111111,38.5,0.802083333,22.5,0.5,29.5,0.398648649,0.646132262,0.515137734,0.646132262,B-,B-,
50537,student193,,152,78.27,0.984059829,0.984059829,P,0.78125,1,30,28.5,27,30,27,29,0.952777778,33.5,0.697916667,32.5,0.722222222,50,0.675675676,0.771316081,0.691549723,0.771316081,B+,B+,
50539,student195,,129,119.64,1.062564103,1,P,0.73125,1,25,29,25,24,23,29,0.861111111,35.5,0.739583333,40,0.888888889,54.5,0.736486486,0.811277215,0.772370929,0.811277215,A-,A-,
50539,student196,,53,126.38,0.766581197,0.766581197,P,0.88125,0.5,28,0,30,30,25,25,0.766666667,26,0.541666667,28.5,0.633333333,45.5,0.614864865,0.657902489,0.602234927,0.657902489,B-,B-,
50537,student197,,161,87.61,1.062435897,1,P,1,1,30,28,26,28.5,24,30,0.925,38.5,0.802083333,32,0.711111111,49.5,0.668918919,0.803600788,0.709385828,0.803600788,A-,A-,
50537,student198,,166,162.71,1.40474359,1,P,0.80625,1,28,29,27,28.5,28,33,0.963888889,34,0.708333333,34,0.755555556,40,0.540540541,0.735786411,0.628880804,0.735786411,B,B,
50539,student199,,180,164.97,1.474230769,1,P,0.98125,1,28,28,30,30,0,29,0.805555556,18.5,0.385416667,30.5,0.677777778,36.5,0.493243243,0.660794857,0.51094508,0.660794857,B-,B-,
50537,student200,,154,48.72,0.866324786,0.866324786,P,0.65625,0.857142857,30,18,24,29.5,0,29,0.725,25,0.520833333,25,0.555555556,49,0.662162162,0.660829712,0.604946292,0.660829712,B-,B-,
50537,student201,,178,162.08,1.453333333,1,P,0.95625,1,30,32,29,29.5,22,31,0.963888889,46,0.958333333,39.5,0.877777778,71,0.959459459,0.953241366,0.940349965,0.953241366,A,A,
50539,student203,15,117,137.28,1.150769231,1,P,0.86875,1,30,23.5,33,32,24,32,0.969444444,29,0.604166667,28.5,0.633333333,30,0.405405405,0.661336336,0.503872141,0.661336336,B-,B-,
50537,student205,,20,68.05,0.376282051,0.376282051,P,0.88125,0,19,28,25,30,24,23,0.827777778,28.5,0.59375,34,0.755555556,36.5,0.493243243,0.583561951,0.576970721,0.583561951,C,C,
50539,student206,148,7,112.45,1.142948718,1,P,0.7375,1,27,26,19,29.5,24,30,0.863888889,36,0.75,32.5,0.722222222,37.5,0.506756757,0.708337087,0.612612613,0.708337087,B,B,
50539,student209,,115,139.53,1.087735043,1,P,0.7875,1,26,29,28,29.5,23,33,0.936111111,26.5,0.552083333,24,0.533333333,35,0.472972973,0.650714152,0.505158524,0.650714152,B-,B-,
50537,student211,,168,16.39,0.787991453,0.787991453,P,0.5875,1,27,28,0,30,28,26,0.772222222,24,0.5,24,0.533333333,34.5,0.466216216,0.582947043,0.48950104,0.582947043,C,C,
50537,student214,,173,149.84,1.37965812,1,P,0.8875,1,25,29,24,30,25,29,0.9,39.5,0.822916667,38,0.844444444,58.5,0.790540541,0.855543356,0.810451317,0.855543356,A,A,
50539,student217,,63,102.93,0.709102564,0.709102564,P,0.825,0.571428571,0,0,20,0,19,0,0.325,0,0,38,0.844444444,47,0.635135135,0.563445649,0.536867637,0.563445649,C,C,
50539,student219,,128,114.78,1.037521368,1,P,0.9375,1,30,26,24,29,23,29,0.894444444,37,0.770833333,21,0.466666667,30.5,0.412162162,0.663076201,0.507510395,0.663076201,B-,B-,
50539,student223,,114,116.83,0.986452991,0.986452991,P,0.875,1,29,22,24,27,23,30,0.861111111,43,0.895833333,28.5,0.633333333,38.5,0.52027027,0.733726005,0.633030146,0.733726005,B,B,
50539,student226,,168,150.73,1.362094017,1,P,0.9625,1,28,27,28,22.5,22,27,0.858333333,36.5,0.760416667,40,0.888888889,54,0.72972973,0.834884572,0.773540367,0.834884572,A-,A-,
50537,student230,,185,153.1,1.444871795,1,P,0.9625,1,26,23.5,27,25.5,25,29,0.866666667,42,0.875,37,0.822222222,41.5,0.560810811,0.783783784,0.693641719,0.783783784,B+,B+,
50537,student231,,154,131.4,1.21965812,1,P,0.96875,1,26,25.5,24,25,23,30,0.852777778,29.5,0.614583333,25.5,0.566666667,45.5,0.614864865,0.72454298,0.603677235,0.72454298,B,B,
50539,student233,,136,71.77,0.887905983,0.887905983,P,0.71875,1,0,0,0,0,0,0,0,33,0.6875,22,0.488888889,37,0.5,0.562123932,0.540705128,0.562123932,C,C,
50539,student234,,159,116.07,1.175512821,1,P,0.91875,1,28,31,27,30,27,29,0.955555556,36,0.75,30.5,0.677777778,40.5,0.547297297,0.743151276,0.624185724,0.743151276,B,B,
50537,student235,,154,156.87,1.328504274,1,P,0.94375,1,30,27.5,30,30,26,29,0.958333333,43.5,0.90625,33,0.733333333,54,0.72972973,0.841551239,0.771296778,0.841551239,A-,A-,
50539,student236,,125,118.09,1.038846154,1,P,0.8,1,30,28,25,30,23,29,0.916666667,39,0.8125,35,0.777777778,62,0.837837838,0.853451577,0.818130631,0.853451577,A,A,
50539,student237,,142,146.87,1.234487179,1,P,0.9875,1,28,28.5,26,31,0,33,0.813888889,16,0.333333333,20,0.444444444,28.5,0.385135135,0.581602853,0.386867637,0.581602853,C,C,
50539,student238,,50,151.93,0.862948718,0.862948718,P,0.875,1,28,22.5,24,20,27,33,0.858333333,30,0.625,22.5,0.5,18.5,0.25,0.565878205,0.394230769,0.565878205,C,C,
